Όνομα,Απόσταση από νοσοκομείο,Αστέρια,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Ταχυδρομικός Κώδικας,Ιστοσελίδα,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Διεύθυνση,Εναλλακτικό Φαξ
ΣΤΗ ΘΑΛΑΣΣΑ,"


10 Χλμ
",2,dakoronia@gmail.com,22870-41440,22870-41048,Απολλώνια,848 01,www.delmar.gr,,21-06642804,,21-06642804
ΣΤΗΒ,,1,,22410-85293,,Φαληράκι,851 05,,,,ΦΑΛΗΡΑΚΙ ΡΟΔΟΥ,
ΣΤΟΑ,,4,,22860-71468,,Οία,847 02,,,,ΟΙΑ ΘΗΡΑΣ,
ΣΤΟΥΝΤΙΟ ΤΑΤΣΗΣ,"


8 Χλμ
",2,tatsisd@gmail.com,22430-47887,22430-47905,Κάλυμνος,852 00,www.tatsis-apartments.gr,6944 574989,2243-047887,ΚΑΛΥΜΝΟΣ,2243-047905
ΣΤΟΥΝΤΙΟΣ ΦΩΚΙΑ ΜΠΗΤΣ,,3,studiosfokiabeach@gmail.com,6947843953,,Μενέτες,85700,,,,,
ΣΤΡΟΓΓΥΛΗ,"


0.5 Χλμ
",3,info@strogilihotel.gr,22860-34019,22860-32803,Καμάρι,847 00,www.strogilihotel.gr,,21-09915148,ΚΑΜΑΡΙ ΘΗΡΑΣ,21-09700510
ΣΥΓΚΡΟΤΗΜΑ ΕΡΜΗΣ,,2,hermeskefalos@gmail.com,22420-71102,22420-71794,Κέφαλος,853 01,,,,,
ΣΥΔΝΕΥ,,1,1epsimos@otenet.gr,22420-21601,,Κέφαλος,853 01,,,,ΚΕΦΑΛΟΣ ΚΩΣ,
ΣΥΛΒΙΑ,"


4 Χλμ
",2,silvhot@otenet.gr,22410-22551,22410-43065,Ρόδος,851 00,www.sylviahotel.gr,22410-22552,,ΚΟΛΟΚΟΤΡΩΝΗ 114,
ΣΥΠΡΟΤΕΛ ΦΑΛΗΡΑΚΙ,"


2 Χλμ
",4,info@cyprotelfaliraki.com,22410-85610,22410-85793,Φαληράκι,851 05,www.cyprotelshotels.com/Our-Hotels/Hotels-In-Greece/FALIRAKI-Hotel,210-9483209,21-09483209,ΦΑΛΗΡΑΚΙ ΡΟΔΟΥ,21-09483219
ΣΥΡΙΑΝΟΣ,"


0.6 Χλμ
",1,hotelsyrianos@gmail.com,22850-23005,,Νάξος,843 00,,22850-23430,2285-026604,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΝΑΞΟΥ,2285-022075
ΣΥΡΟΣ ΑΤΛΑΝΤΙΣ,"


8 Χλμ
",3,syrosatlantis@gmail.com,22810-61454,,Βάρη,841 00,www.syrosatlantis.com,6996333060,,ΟΡΜΟΣ ΒΑΡΗΣ ΣΥΡΟΥ,
ΣΥΡΟΥ ΜΕΛΑΘΡΟΝ,"


2 Χλμ
",4,info@syroumelathron.gr,22810-85963,22810-87806,Ερμούπολη,841 00,www.syroumelathron.gr,22810-86495,,ΜΠΑΜΠΑΓΙΩΤΟΥ 5,
ΣΦΙΓΞ,"


0.3 Χλμ
",2,info@sphinxhotel.gr,22850-23811,22850-24344,Νάξος,843 00,www.sphinxhotel.gr,22850-24959,22850-24959,ΧΩΡΑ ΝΑΞΟΥ,22850-24344
ΣΩΚΡΑΤΗΣ,,4,info@socrates.com.gr,22450-22590,,Κάρπαθος,857 00,www.socrates.com.gr,,,ΛΟΘΙΚΟ ΚΑΡΠΑΘΟΥ,
ΤΑ ΑΔΕΛΦΙΑ,"


0.6 Χλμ
",2,info@brothershotel.com,22860-91508,22860-92193,Ίος,840 01,www.brothershotel.com,,,ΚΑΜΠΟΣ ΙΟΥ,
ΤΑ ΔΙΑΜΕΡΙΣΜΑΤΑ ΤΟΥ ΧΑΡΥ,,2,,22430-40061,,Εμπορειός,852 00,,22430-40062,,,
ΤΑ ΚΥΜΑΤΑ,"


7 Χλμ
",1,info@kymatahotel.com,22860-31694,22860-31694,Καμάρι,847 00,,22860-31390,,ΚΑΜΑΡΙ ΘΗΡΑΣ,
ΤΑ ΛΙΟΤΡΙΔΙΑ,"


0.1 Χλμ
",2,info@nisyros-taliotridia.com,22420-31580,,Μανδράκι,853 03,www.nisyros-taliotridia.gr,22420-31429,,,
ΤΑ ΣΠΙΤΙΑ ΤΗΣ ΝΕΦΕΛΗΣ,,3,info@nefelihomes.gr,22860-23169,22860-23169,Ημεροβίγλι,847 00,www.nefelihomes.gr,,,ΗΜΕΡΟΒΙΓΛΙ ΘΗΡΑΣ,
ΤΑΓΚΟΥ,"


1 Χλμ
",1,hoteltagoo@gmail.com,22890-22611,22890-24937,Μύκονος,846 00,www.hoteltagoo.gr,,2289-022436,ΤΑΓΚΟΥ ΜΥΚΟΝΟΣ,2289-024937
ΤΑΚΗΣ,"


0.02 Χλμ
",1,accgmil@otenet.gr,22410-94362,,Ιαλυσός,851 01,,22410-92543,2241-092543,ΘΕΜ.ΣΟΦΟΥΛΗ 8,
ΤΑΞΙΑΡΧΗΣ,"


0.2 Χλμ
",2,taxiarh@otenet.gr,22460-72012,22460-72013,Σύμη,856 00,www.taxiarchishotel.gr,22460-72076,2241-072012,ΚΑΜΠΟΣ ΧΩΡΙΟΥ,2241-072013
ΤΑΞΙΔΙ ΤΟΥ ΜΕΛΙΤΟΣ – ΓΑΛΛΗΣ,"


1.5 Χλμ
",4,info@honeymoonpetra.com,22860-23891,22860-23059,Ημεροβίγλι,847 00,www.honeymoonpetra.com,22895,6942-464466,ΗΜΕΡΟΒΙΓΛΙ ΘΗΡΑΣ,
ΤΑΣΙΜΑΡΙ,"


7 Χλμ
",2,mariakekeliadis@gmail.com,22410-94380,22410-96350,Ιαλυσός,851 01,,,,ΑΘΑΝΑΣΙΟΥ ΔΙΑΚΟΥ 30,
ΤΑΤΑΚΗ,"


0.5 Χλμ
",1,info@tatakihotel.com,22860-22389,22860-23311,Θήρα,847 00,,,2286-025747,ΦΗΡΑ ΘΗΡΑΣ,
ΤΕΛΧΙΝΙΣ,"


1 Χλμ
",2,mixalic@yahoo.com,22410-87578,,Φαληράκι,851 05,www.telhinishotel.com,,6977250333,ΤΑΧ.ΘΥΡΙΔΑ 189,
ΤΕΡΑ ΜΠΛΟΥ,,2,info@terrabluesantorini.com,22860-31885,22860-34011,Καμάρι,847 00,www.terrabluesantorini.com,,,ΚΑΜΑΡΙ ΘΗΡΑΣ,
ΤΕΡΙΝΙΚΟΣ,"


7 Χλμ
",2,terinikos@yahoo.com,22410-92174,22410-94042,Ιαλυσός,851 01,www.terinikos.gr,22410-94041,2241-024291,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ 7,2241-024042
ΤΕΡΡΑ ΜΑΛΤΕΣΕ,,4,info@terramaltese.com,2289072700,2289071611,Μύκονος,846 00,www.terramaltese.com,2289072701,,,
ΤΕΡΡΑ ΜΑΡΙΑ – ΓΗ ΤΗΣ ΜΑΡΙΑΣ,"


1 Χλμ
",1,mykonos@terramariahotel.com,22890-24212,22890-27112,Μύκονος,846 00,www.mykonosgreece.com,,2289-028115,Ν.ΚΑΛΟΓΕΡΑ 18-ΛΙΜΝΗ,2289-025252
ΤΕΡΨΗ,,5,eva.zouganeli@gmail.com,22890-78038,22890-78488,Άγιος Ιωάννης Διακόφτης,846 00,www.delightmykonos.com,,,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΜΥΚΟΝΟΥ,
ΤΕΧΝΗΣ ΚΑΙ ΘΑΛΑΣΣΑ ΕΛΙΑ,,5,info@eliasuites.com,22890-72002,22890-71870,Μύκονος,846 00,www.eliasuites.com,,,ΠΑΡΑΛΙΑ ΕΛΙΑΣ,
ΤΖΑΝΟΣ,"


0.3 Χλμ
",2,info@janosparos.gr,22840-53446,22840-53588,Νάουσα,844 01,www.janosparos.gr,,2284-051314,ΝΑΟΥΣΑ ΠΑΡΟΥ,
ΤΖΙ ΚΙΟΥ ΧΟΤΕΛ ΚΑΙ ΚΛΑΜΠ,"


5 Χλμ
",4,info@gqhotel.eu,2241071815,2241071815,Ρόδος,851 00,http://gqhotel.eu/,,,25ΗΣ ΜΑΡΤΙΟΥ 1,
ΤΖΟΥΛΙΑ,"


25 Χλμ
",2,hoteljuliadrios@gmail.com,2284041036,22840-45003,Δρυός,844 01,,,6938522480,ΔΡΥΟΣ ΠΑΡΟΥ,2284045003
ΤΗΛΟΣ,"


0.3 Χλμ
",2,,22410-24591,,Ρόδος,851 00,,22410-21179,2241-024591,ΕΘΝΑΡΧΟΥ ΜΑΚΑΡΙΟΥ 46,2241-024991
ΤΗΛΟΣ ΜΑΡΕ,"


0.1 Χλμ
",3,tilosoasisae@gmail.com,22410-22635,22410-22635,Λιβάδια,850 02,,,,ΛΙΒΑΔΙΑ ΤΗΛΟΥ,
ΤΗΛΟΣ ΦΑΝΤΑΣΙΑ,"


0.3 Χλμ
",3,info@tilosfantasy.gr,22460-44425,22460-43805,Λιβάδια,850 02,www.tilosfantasy.gr,,2241-064079,ΛΙΒΑΔΙΑ ΤΗΛΟΥ,
ΤΗΝΙΟΝ,"


0.3 Χλμ
",3,info@tinionhotel.gr,22830-22261,22830-24754,Τήνος,842 00,www.tinionhotel.gr,22830-24754,21-06468779,ΑΛΑΒΑΝΟΥ 1,21-03812093
ΤΗΝΟΣ ΘΕΡΕΤΡΟΝ,,4,info@tinosresort.com,22830-26006,,Τήνος,842 00,www.tinosresort.com,,,ΧΩΡΑ ΤΗΝΟΥ,
ΤΙΒΟΛΙ,,3,tivolihotelrhodes@gmail.com,22410-86020,22410-87570,Φαληράκι,851 05,www.tivoli.gr,,,12 ΧΛΜ ΕΟ ΡΟΔΟΥ-ΛΙΝΔΟΥ,
ΤΙΝΑ ΦΛΩΡΑ,"


4 Χλμ
",3,tinaflor@otenet.gr,22410-56251,22410-56388,Κολύμπια,851 03,www.tinaflora.gr,22410-56431,2241-056251,ΚΟΛΥΜΠΙΑ ΡΟΔΟΥ,2241-056388
ΤΙΤΑΝΙΑ,"


0.5 Χλμ
",2,info@hoteltitania.gr,22450-22144,22450-23307,Κάρπαθος,857 00,www.hoteltitania.gr,22450-22383,,ΠΗΓΑΔΙΑ ΚΑΡΠΑΘΟΥ,
ΤΟ ΑΣΤΕΡΙ ΤΟΥ ΑΙΓΑΙΟΥ,"


2 Χλμ
",3,info@aegean-star.gr,22860-41447,210-8047495,Καραβοστάσης,840 11,www.aegean-star.gr,22860-41588,21-06136560,,21-08047495
ΤΟ ΕΙΔΩΛΟ ΤΗΣ ΣΑΝΤΟΡΙΝΗΣ,"


3 Χλμ
",4,santorini@jp-avax.gr,22860-32400/5,22860-31174,Μεσαριά,847 00,,,21-06104426/7,ΜΕΣΣΑΡΙΑ ΘΗΡΑΣ,21-06104882
ΤΟ ΚΑΛΙΤΣΙ,"


3 Χλμ
",4,hotelkalitsi@gmail.com,6948-802684,,Βόθωνας,487 00,,,2651-078445,ΒΟΘΩΝΑΣ ΘΗΡΑΣ,
ΤΟ ΜΙΚΡΟ ΧΩΡΙΟ,"


26 Χλμ
",4,thesmallvillagehotel@gmail.com,22420-59297,22420-59298,Μαστιχάρι,853 02,www.thesmallvillage.gr,22420-59295,210-3313914,ΜΑΣΤΙΧΑΡΙ ΚΩ,210-3214677
ΤΟ ΟΝΕΙΡΟ,"


7 Χλμ
",3,,22430-47763,,Κάλυμνος,852 00,,22430-23934,2243-023934,ΜΕΛΙΤΣΑΧΑΣ,
ΤΟ ΡΟΔΟΝ,"


1.5 Χλμ
",1,,22470-22075,,Αγία Μαρίνα,854 00,,22470-23524,2247-023524,,2247-023505
ΤΟ ΣΠΙΤΙ ΤΗΣ ΟΠΕΡΑΣ,"


0.1 Χλμ
",4,info@symioperahouse.gr,22460-72034,22460-72035,Σύμη,856 00,www.symioperahouse.gr,22460-72034,,ΓΥΑΛΟΣ ΣΥΜΗΣ,
ΤΟ ΣΠΙΤΙ ΤΟΥ ΚΑΠΕΤΑΝΙΟΥ,"


0.5 Χλμ
",2,captainshotel@yahoo.gr,22470-31793,22470-34077,Πάτμος,855 00,www.captains-house.gr,,6977243349,ΣΚΑΛΑ ΠΑΤΜΟΥ,21-04180908
ΤΟ ΧΩΡΙΟ ΤΗΣ ΑΝΝΙΤΑΣ,"


6 Χλμ
",3,info@annitas-village.com,6977286294,22850-42682,Αγία Αννα,845 00,www.annitas-village.com,22850-41913,2285-041913,,
ΤΟ ΧΩΡΙΟ ΤΟΥ ΚΑΒΟΥΡΑ,"


4 Χλμ
",4,kavurasvillage@gmail.com,22850-25077,22850-25802,Άγιος Προκόπιος,843 00,www.kavurasvillage.gr,22850-25580,,ΑΓ.ΠΡΟΚΟΠΙΟΣ ΝΑΞΟΥ,
ΤΟΞΟ ΣΑΝΤΟΡΙΝΗ,"


2 Χλμ
",3,arch_fl@otenet.gr,22860-23258,22860-28862,Ημεροβίγλι,847 00,www.archouses-santorini.com,210-8613703,,,
ΤΡΕΙΣ ΑΠΟΧΡΩΣΕΙΣ ΜΥΚΟΝΟΣ,"


2 Χλμ
",4,info@3shadesmykonos.gr,2289077008,,Μύκονος,846 00,www.3shadesmykonos.gr,2106741350,2106741350,ΒΡΥΣΗ ΜΥΚΟΝΟΥ,
ΤΡΕΙΣ ΛΙΜΝΕΣ,,2,info@hotelthreelakes.gr,22850-42799,22850-42799,Άγιος Προκόπιος,843 00,www.hotelthreelakes.gr,,,,
ΤΡΙΑ ΑΔΕΛΦΙΑ,,2,info@3brothershotel.gr,22850-41571,22850-42875,Νάξος,845 00,www.threebrothershotel.gr,,,ΚΑΛΑΜΟΥΡΙΑ,
ΤΡΙΑΝΤΑ,,2,info@triantahotel.gr,22410-94525,22410-95144,Ιαλυσός,851 01,www.triantahotel.gr,22410-95073,2241-094525,ΠΑΡΟΔΟΣ ΤΡΙΑΝΤΩΝ,2241-095144
ΤΡΙΝΙΤΙ,,4,toulaif@gmail.com,2241030303,2241034142,Ρόδος,85131,,,,Περικλέους 35,
ΤΡΙΤΩΝ,"


0.2 Χλμ
",3,info@triton-hotel.gr,2242020040,2242021927,Κως,853 00,www.triton-hotel.gr,2242022430,2242-023512,ΒΑΣ.ΓΕΩΡΓΙΟΥ 4,2242-026124
ΤΡΟΠΙΚΑΛ,"


20 Χλμ
",4,manager@holidayvillagerodos.com,22410-57200,,Κολύμπια,851 03,www.atlanticatropical.com,,,,
ΤΡΟΠΙΚΑΝΑ ΜΥΚΟΝΟΣ,,4,info@tropicanahotelmykonos.com,2289078746,2286077292,Μύκονος,84600,www.tropicanahotelmykonos.com,,,,
ΤΡΟΠΙΚΑΝΑ ΣΟΥΙΤΕΣ,,4,info@tropicanahotelmykonos.com,2289078746,2289077292,Μύκονος,84600,https://tropicanahotelmykonos.com/,,,,
ΤΡΟΠΙΚΟΣ ΗΛΙΟΣ,"


12 Χλμ
",3,info@tropicalsol.gr,22420-69341,22420-69034,Τιγκάκι,853 00,www.tropicalsol.gr,22420-69381,2242-021480,ΤΙΓΚΑΚΙ ΚΩ,2242-069034
ΤΣΑΜΠΙΚΑ,"


13 Χλμ
",2,info@tsampika-hotel-faliraki.gr,22410-85760,22410-87480,Φαληράκι,851 05,www.tsampika-hotel-faliraki.gr,22410-87474,2241-085760,ΦΑΛΗΡΑΚΙ ΡΟΔΟΥ,2241-087480
ΤΣΙΤΟΥΡΑΣ,"


0.7 Χλμ
",4,info@tsitouras.com,2286023747,2286023918,Θήρα,847 00,www.tsitouras.com,,,ΦΗΡΟΣΤΕΦΑΝΙ ΘΗΡΑΣ,
ΥΠΕΡΙΩΝ,,3,fotinikalitsis@hotmail.com,6947980939,,Κάλυμνος,85200,www.hyperionhotel.gr,2243048864,2243048469,,
ΥΡΙΑ,"


3 Χλμ
",4,info@yriahotel.gr,22840-24154/8,22840-21167,Παράσπορος,844 00,www.yriahotel.gr,,,ΠΑΡΑΣΠΟΡΟΣ ΠΑΡΟΥ,
ΦΑΒΙΕ – ΣΟΥΖΑΝ,"


0.2 Χλμ
",2,info@faviesuzanne.gr,22830-22693,22830-25993,Τήνος,842 00,www.faviesuzanne.gr,22830-25992,6932-422178,ΑΝΤ.ΣΩΧΟΥ 22,
ΦΑΒΙΕ ΣΟΥΖΑΝ 2,"


0.2 Χλμ
",3,info@faviesuzanne.gr,22830-22693,22830-25993,Τήνος,842 00,www.faviesuzanne.gr,22830-25992,6932-719599,ΑΝΤ.ΣΩΧΟΥ 22,
ΦΑΕΘΩΝ,"


0.5 Χλμ
",2,hotel_phaethon@yahoo.com,22420-28901,22420-26902,Κως,853 00,,22420-26902,,ΕΛ.ΒΕΝΙΖΕΛΟΥ 75,
ΦΑΙΝΑΡΕΤΗ,"


5 Χλμ
",1,fenareti@otenet.gr,22420-59002,22420-59129,Αντιμάχεια,853 02,,,2242-059002,ΑΝΤΙΜΑΧΕΙΑ ΚΩ,2242-059129
ΦΑΛΗΡΑΚΙ ΜΠΗΤΣ,"


0.1 Χλμ
",5,info@mitsis-falirakibeach.com,22410-85301,22410-85675,Φαληράκι,851 05,www.falirakibeach.mitsishotels.com,22410-85403,2241-085921,ΤΑΧ.ΘΥΡΙΔΑ 613,
ΦΑΛΗΡΑΚΙ ΡΟΔΟ,,1,,22410-87125,22410-87125,Φαληράκι,851 05,www.rosehotelfaliraki.gr,,,,
ΦΑΛΗΡΟΝ,"


2 Χλμ
",1,falirohotel@yahoo.gr,22410-85483,22410-86250,Φαληράκι,851 05,www.falirakibay.com/faliro.htm,,2241-085483,ΕΡΜΟΥ,
ΦΑΛΗΡΟΝ,,2,info@faliron.gr,22420-24826,,Κως,853 00,,,,ΑΒΕΡΩΦ 26,
ΦΑΝΑΡΙ ΒΙΛΛΕΣ,"


8 Χλμ
",4,fanari@otenet.gr,22860-71008,22860-71235,Οία,847 00,www.fanarivillas.gr,22860-71007,2286071007,ΓΑΡΜΠΙΝΟΙ ΜΥΛΟΙ,2286071235
ΦΑΝΗΣ,,2,info@hotelfanis.com,22850-42082,,Αγία Αννα,843 00,http://www.hotelfanis.com/,,,ΑΓΙΑ ΑΝΝΑ ΝΑΞΟΥ,
ΦΑΝΤΑΣΙΑ,"


0.1 Χλμ
",2,stamoglouhotels@yahoo.gr,22420-23922,22420-22387,Κως,853 00,,22420-22387,,ΕΛ. ΒΕΝΙΖΕΛΟΥ 1,
ΦΑΝΤΑΣΙΑ,"


5 Χλμ
",2,fantasyhotel2000@yahoo.gr,22410-56590,22410-56627,Κολύμπια,851 03,,2241056591,6974898699,ΚΟΛΥΜΠΙΑ ΡΟΔΟΥ,
ΦΑΝΤΑΣΙΑ ΙΙ,,2,dimitris.anastasis@gmail.com,22410-56590,,Κολύμπια,851 03,,,,,
ΦΑΝΤΑΣΤΙΚΗ ΘΕΑ,,3,amazingviewmykonos@gmail.com,22890-25283,,Άγιος Στέφανος,846 00,www.amazingviewhotel.com,6942-457008,,ΑΓ.ΣΤΕΦΑΝΟΣ ΜΥΚΟΝΟΥ,
ΦΑΡΟΣ,"


0.1 Χλμ
",1,info@faros-ios.com,22860-91569,22860-91569,Ίος,840 01,www.faros-ios.com,,21-04000593,ΟΡΜΟΣ ΙΟΥ,
ΦΑΡΟΣ,"


7 Χλμ
",2,info@sifnoslighthouse.com,22840-71519,22840-71529,Φάρος,840 03,www.sifnoslighthouse.com.gr,22840-32125,21-09351046,ΡΑΧΑΜΟΣ,21-09536388
ΦΑΣΟΛΟΥ,,2,info@fassolou-studios.gr,22840-71490,22840-71490,Φάρος,840 03,www.fassolou-studios.gr,22840-71490,6936-627271,ΦΑΡΟΣ ΑΠΟΛΛΩΝΙΑΣ ΣΙΦΝΟΥ,
ΦΑΤΑ ΜΟΡΓΚΑΝΑ,"


7 Χλμ
",2,info@fatamorgana-naxos.com,22850-29310,22850-29310,Πλάκα,843 00,www.fatamorgana-naxos.com,,6974-997898,ΠΛΑΚΑ ΝΑΞΟΥ,2285-029310
ΦΑΤΑ ΜΟΡΓΚΑΝΑ,"


0.2 Χλμ
",3,frontdesk@fatamorgana.gr,22860-41237,22860-41547,Φολέγανδρος,840 11,www.fatamorgana.gr,6936745261,6936745261,ΧΩΡΑ ΦΟΛΕΓΑΝΔΡΟΥ,
ΦΙΕΣΤΑ,,1,,22410-85498,22410-60080,Φαληράκι,851 05,,,,ΦΑΛΗΡΑΚΙ ΡΟΔΟΥ,
ΦΙΛΗΜΩΝ,,4,kostaskostaskon@gmail.com,22440-48158,,Πεύκοι,851 09,,22440-44118,,,
ΦΙΛΙΠΠΗ,"


1.5 Χλμ
",2,chriko@otenet.gr,22890-22294,22890-24680,Μύκονος,846 00,,,2289-022294,ΧΩΡΑ,2289-024680
ΦΙΛΜΑΡ,"


4 Χλμ
",3,filmar.hotel@yahoo.com,22410-95315,22410-95292,Ιαλυσός,851 01,www.filmar.gr,22410-95293,2241-077216,ΛΕΩΦ.ΗΡΑΚΛΕΙΔΩΝ,2241-035236
ΦΙΛΝΤΙΣΙ,,3,info@fildisi.net,22430-62060,,Αστυπάλαια,859 00,https://www.fildisi.net/index.php/en/,,,ΑΓΙΟΣ ΒΑΣΙΛΕΙΟΣ-ΛΕΙΒΑΔΙ,
ΦΙΛΟΙ,"


2 Χλμ
",2,filiapartments@hotmail.com,22420-69133,22420-69780,Τιγκάκι,853 00,,,6948-534351,,2242-069780
ΦΙΛΟΞΕΝΕΙΑ,"


7 Χλμ
",2,info@philoxenia-kalymnos.com,22430-59310,22430-47665,Κάλυμνος,852 00,www.philoxenia-kalymnos.com,22430-59311,22430-24664,ΑΡΜΕΟΣ,
ΦΙΛΟΞΕΝΙΑ,"


1.5 Χλμ
",2,info@philoxenia.com.gr,2241037244,2241037250,Ρόδος,851 00,www.philoxenia.com.gr,,2241091289,ΣΑΒΒΑ ΔΙΑΚΟΥ 28,
ΦΙΛΟΞΕΝΙΑ,"


7 Χλμ
",2,filoxeniamilos@yahoo.gr,22870-22988,22870-22988,Αδάμαντας,848 01,,22870-21988,2287-021988,ΑΔΑΜΑΣ ΜΗΛΟΥ,
ΦΙΛΟΞΕΝΙΑ,,2,amorgosfiloxenia@gmail.com,22850-73453,,Αιγιάλη,840 08,,,,,
ΦΙΝΑΣ,"


4 Χλμ
",3,finashotel@gmail.com,22440-48106,,Πεύκοι,851 09,,,2241-075312,ΠΕΥΚΟΙ ΛΙΝΔΟΥ-ΡΟΔΟΣ,
ΦΙΟΝΑ,"


0.2 Χλμ
",2,info@fionahotel.com,22460-72088,22460-72088,Σύμη,856 00,www.fionahotel.com,,6947-555333,ΣΥΜΗ,
ΦΛΟΙΣΒΟΣ,,2,,22860-91311,,Ίος,840 01,,,,ΟΡΜΟΣ ΙΟΥ,
ΦΛΩΡΑ,"


6 Χλμ
",1,,22840-41039,,Δρυός,844 00,,,2284-042334,ΔΡΥΟΣ ΠΑΡΟΥ,
ΦΛΩΡΙΔΑ,"


0.35 Χλμ
",2,vicmaslaw@gmail.com,22410-22111,,Ρόδος,851 00,,,,ΑΜΑΡΑΝΤΟΥ 5,
ΦΛΩΡΙΝΑ,,2,info@meltemihotels.com,22860-28830,22860-28823,Ημεροβίγλι,847 00,www.casaflorina.gr,,,ΗΜΕΡΟΒΙΓΛΙ,
ΦΟΙΝΙΚΑΣ,"


19 Χλμ
",4,el.prob@hotmail.com,22850-75230,22850-75025,Πυργάκι,843 00,www.finikashote;.gr,2285025451,21-09750701,ΠΥΡΓΑΚΙ ΝΑΞΟΥ,21-09714730
ΦΟΙΝΙΚΙΑ,"


1 Χλμ
",3,finikiap@otenet.gr,2286071373,2286071118,Φοινικιά,847 02,http://www.finikiamemories.com/el,2286071120,2106547944,ΦΟΙΝΙΚΙΑ ΟΙΑΣ ΘΗΡΑΣ,2106547944
ΦΟΛΕΓΑΝΔΡΟΣ,"


0.1 Χλμ
",2,info@folegandros-apartments.com,22860-41239,22860-41166,Φολέγανδρος,840 11,www.folegandros-apartments.com,22860-41234,22210-41477,ΦΟΛΕΓΑΝΔΡΟΣ,22210-41477
ΦΟΜΗΘΕΑ,"


7 Χλμ
",3,info@fomithea.com,22860-31232,22860-30475,Καμάρι,847 00,www.fomithea.com,,2286-031232,ΚΑΜΑΡΙ ΘΗΡΑΣ,
ΦΟΡΟΥΜ 2,"


7 Χλμ
",3,info@forumhotels.com,22410-94321,22410-94327,Ιαλυσός,851 01,www.forumhotels.com,22410-94326,2241-094326,ΦΕΡΕΝΙΚΗΣ,
ΦΟΥΡΤΟΥΝΗΣ,,2,fourtounishotel@yahoo.gr,22420-72020,,Κέφαλος,853 01,,,,,
ΦΡΑΓΚΙΣΚΟΣ,"


0.35 Χλμ
",2,booking@hotmail.gr,22840-22555,,Πάρος,844 00,,,,ΠΑΡΟΙΚΙΑ ΠΑΡΟΥ,
ΦΡΑΝΣΟΥΑΖ,"


7 Χλμ
",2,hotfragr@yahoo.gr,22810-42000,22810-42024,Γαλησσάς,841 00,www.francoise.gr,22810-43311,2281-087183,ΓΑΛΗΣΣΑΣ ΣΥΡΟΥ,2281-087183
ΦΡΑΝΤΖΕΣΚΑ,"


5 Χλμ
",2,info@hotelfrancesca.gr,2285041865,22850-41254,Άγιος Προκόπιος,843 00,https://hotelfrancesca.gr,,2285-041295,,
ΦΡΕΣΚΟ,"


1 Χλμ
",3,info@hotelfreshmykonos.com,22890-24670,22890-22704,Μύκονος,846 00,www.hotelfreshmykonos.com,,,Ν.ΚΑΛΟΓΕΡΑ 31,
ΦΡΟΣΥΝΗ,"


1.5 Χλμ
",2,frosini-hotel@hotmail.com,22420-25231,22420-24873,Κως,853 00,www.frosini.gr,,,ΛΑΜΠΗ ΚΩΣ,
ΦΤΕΛΙΑ ΜΠΕΪ,,4,info@fteliabay.gr,2289071648,,Άνω Μερά,846 00,www.fteliabay.gr,2289071174,6936130032,,
ΦΤΕΡΟΥΓΑ,"


5 Χλμ
",2,,22410-92361,22410-67202,Ιαλυσός,851 01,,22410-92367,2241-067200,ΙΞΙΑ ΡΟΔΟΥ,
ΦΥΚΑΣ,"


0.8 Χλμ
",2,info@fikas-hotel-naxos.gr,2285022800-2,22850-23709,Νάξος,843 00,www.fikas-hotel-naxos.gr,22850-26358,22850-22835,,22850-23709
ΦΥΣΙΛΑΝΗΣ,,2,FISILANIS.HOTEL.RESTAURANT@GMAIL.COM,6932669910,,Μάρπησσα,844 00,https://www.facebook.com/FISILANIS-HOTEL-RESTAURANT-on-Paros-Fan-Page-147593368639944/notifications/,,6932669910,ΛΟΓΑΡΑΣ,
ΦΩΛΙΑ,,1,vayios@hotmail.com,22410-86345,22410-86345,Φαληράκι,851 05,,,,,
ΦΩΤΕΙΝΗ ΑΚΤΗ,"


1 Χλμ
",2,afotibeach@gmail.com,22450-22523,22450-23219,Κάρπαθος,857 00,,,2245-022264,ΠΗΓΑΔΙΑ,
ΦΩΤΕΙΝΟΣ,,3,fotinos2@otenet.gr,22860-27132,22860-81878,Θήρα,847 00,,22860-82266,,ΟΙΑ ΘΗΡΑΣ,
ΦΩΤΗΛΙΑ,"


7 Χλμ
",2,info@hotelfotilia.gr,22840-52581,,Νάουσα,844 01,www.hotelfotilia.gr,,2284052581,ΝΑΟΥΣΑ ΠΑΡΟΥ,
ΧΑΛΑΡΗΣ,"


0.15 Χλμ
",2,info@apollonionpalace.gr,22810-89056,22810-89057,Ερμούπολη,841 00,www.apollonionpalace.gr,,22810-87111,ΗΦΑΙΣΤΟΥ 1,
ΧΑΜΠΟΣ,,3,,000-0000000,,Μεγίστη,851 11,,,,,
ΧΑΝΙ ΟΜΗΡΟΥ,"


0.4 Χλμ
",2,contact@homersinn.com,22860-91365,22860-91888,Ίος,840 01,www.homersinn.com,22860-92365,,ΙΟΣ,
