Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΣΑΡΙΚΑΣ,"


0.1 Χλμ
",2,www.hotelsarikas.net,info@hotelsarikas.net,23740-52280,23740-52943,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-53353,231-0413594,
ΣΑΡΙΣΣΑ,"


4 Χλμ
",2,,e.tsakiri.marina@gmail.com,2310-689689,2310-689400,Ωραιόκαστρο,ΖΑΠΠΑ  &  ΣΟΦΙΑΣ 1,570 13,,,
ΣΑΡΤΗ ΜΠΕΥ ΙΝ,"


0.5 Χλμ
",2,,,23750-94192,,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,,2372-041636,
ΣΑΡΤΗ ΠΛΑΖΑ,"


44 Χλμ
",2,www.sartiplaza.gr,info@sartiplaza.gr,23750-94006,23750-94006,Συκιά,ΣΥΚΙΑ ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 62,6937002891,,
ΣΕΛΕΝΑ ΜΑΡΕ,,1,www.erato-holidays.gr,info@erato-holidays.gr,23510-64315,23510-62831,Παραλία,ΤΕΡΜΑ ΜΑΚΕΔΟΝΙΑΣ,601 00,,,
ΣΕΝΤΡΑΛ,"


8 Χλμ
",3,www.central-hotel.gr,info@central-hotel.gr,23510-63888,23510-63889,Παραλία,ΑΓ.ΝΙΚΟΛΑΟΥ 2,601 00,,2351-061120,
ΣΗΜΑΝΤΡΟ ΜΠΗΤΣ,"


10 Χλμ
",5,www.ghotels.gr,athens@ghotels.gr,23740-31302,23740-31294,Σάνη,ΣΑΝΗ ΚΑΣΣΑΝΔΡΑΣ ΧΑΛΚΙΔΙΚ.,630 77,23740-31545,,
ΣΙΒΗΡΗ,"


4 Χλμ
",3,www.hit360.com/hotelsiviris,siviri_1@otenet.gr,23740-22736,23740-25152,Σίβηρη,ΣΙΒΗΡΗΣ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-25125,2374-091686,
ΣΙΒΗΡΙΣ ΧΡΥΣΗ ΑΚΤΗ,"


5 Χλμ
",1,www.hit360.com/hotelsiviris,siviri_1@otenet.gr,23740-25125,23740-25152,Σίβηρη,ΣΙΒΗΡΗ ΚΑΣΣΑΝΔΡΕΙΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,,2374-091686,2374-091686
ΣΙΒΡΗΣ ΧΟΤΕΛ ΠΕΡΙΝΘΟΣ,"


7 Χλμ
",3,www.perinthoshotel.gr,info@perinthoshotel.gr,2310722410,2310-722401,Αγχίαλος,,570 08,2310-722219,,
ΣΙΘΩΝΙΑ ΒΙΛΑΤΖ,"


13 Χλμ
",3,,sithoniavillage@gmail.com,23710-53065,23710-52118,Πολύγυρος,,63088,23710-052302,2371-053231,2371-052118
ΣΙΘΩΝΙΑ ΜΑΡΕ,"


12 Χλμ
",3,,voulakaramanidou@gmail.com,23710-51110,23710-52633,Πολύγυρος,,631 00,,6972-998499,
ΣΙΛΙΑ,"


6 Χλμ
",3,,ome@otenet.gr,2310-723456,2310-569011,Σίνδος,,574 00,,,
ΣΙΜΟΣ,,1,,michailidoud@gmail.com,000-0000000,,Παραλία,ΡΗΓΑ ΦΕΡΡΑΙΟΥ 5,601 00,,,
ΣΙΜΟΤΕΛ ΕΡΜΗΣ,"


90 Χλμ
",3,www.simotel.gr,info@simotel.gr,2374051245,,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,,2310233512,
ΣΙΡΙΣ,,4,www.sirishotel.gr,sirishotel@gmail.com,23210-38200,23210-90780,Λευκώνας,ΛΕΥΚΩΝΑΣ ΣΕΡΡΩΝ,621 00,,,
ΣΙΤΙ ΓΚΕΪΤ,,3,,info@city-gate-hotel.com,2310-463620,,Θέρμη,ΟΙΚΙΣΜΟΣ ΑΓ.ΖΩΝΗ,570 01,,,
ΣΙΤΥ,"


1.5 Χλμ
",4,www.cityhotel.gr,info@cityhotel.gr,2310-269421,2310-274358,Θεσσαλονίκη,ΚΟΜΝΗΝΩΝ 11,546 24,2310228522,,
ΣΙΩΚΑΣ,"


2 Χλμ
",3,www.siokashotel.gr,thsiokas@gmail.com,23520-41093,23520-42902,Νέοι Πόροι,Ν.ΠΟΡΟΙ ΠΙΕΡΙΑΣ,600 65,23520-42692,2352-041093,2352-042902
ΣΚΑΝΔΙΝΑΒΙΑ,"


0.01 Χλμ
",2,www.hotelscandinavia.gr,info@filoxeniahotels.gr,23510-64103,23510-64103,Παραλία,ΒΑΣΙΛΕΩΣ ΚΩΝ/ΝΟΥ 2,601 00,23510-064086,,
ΣΚΕΝΤΟΣ,,1,,,23740-51068,,Κρυοπηγή,ΚΡΥΟΠΗΓΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-54040,,
ΣΚΗΤΕΣ,"


70 Χλμ
",3,www.skites.gr,info@skites.gr,23770-71140,23770-71141,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-71141,231-0232647,
ΣΚΙΩΝ ΠΑΛΑΣ,,4,www.skionpalace.gr,skionpalacereservations@gmail.com,2374071777,2310861978,Νέα Σκιώνη,,63085,2374071700,,
ΣΟΝΙΑ,"


14 Χλμ
",4,www.hotel-sonia.gr,info@hotel-sonia.gr,23710-54080,23710-54083,Πολύγυρος,ΓΕΡΑΚΙΝΗ ΧΑΛΚΙΔΙΚΗΣ,631 00,,2371-024555,
ΣΟΝΙΑ,,1,www.hotelrodon.gr,info@hotelrodon.gr,23510-62848,,Παραλία,ΕΛ.ΒΕΝΙΖΕΛΟΥ 21,601 00,,,
ΣΟΥΙΤΑ,"


0.6 Χλμ
",2,www.souita.gr,info@souita.gr,23510-62118,23510-62119,Παραλία,Γ. ΟΛΥΜΠΙΟΥ 16,601 00,,2351-062118,
ΣΟΥΛΑ,"


8 Χλμ
",1,www.hotel-soula.gr,hotelsoula@yahoo.com,23510-61984,23510-61982,Παραλία,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ 23,601 00,,2463-041607,
ΣΟΥΠΕΡΙΟΡ ΟΥΑΝ,,4,http://superior-one-boutique.book-hotel-thessaloniki.com,linageorgopoulou@gmail.com,6947002297,,Θεσσαλονίκη,Ι. ΔΡΑΓΟΥΜΗ 28,54630,2310280995,,
ΣΟΥΣΟΥΡΑΣ,"


20 Χλμ
",3,www.hit360.com/sousouras/gr,sousou99@otenet.gr,23740-51251,23740-51091,Χανιώτης,ΧΑΝΙΩΤΗ ΚΑΣΑΝΔΡΑΣ ΧΑΛΚΙΔ,630 85,051090,2374-051251,2374-051091
ΣΠΑΘΙΕΣ,"


15 Χλμ
",2,www.spathies.com,info@spathies.com,2375023269,2375023269,Νικήτη,ΣΠΑΘΙΕΣ ΝΙΚΗΤΗΣ ΧΑΛΚ/ΚΗΣ,630 88,2310422351,6974117414,2310422351
ΣΠΙΤΙ ΔΑΛΛΑ,"


2 Χλμ
",1,,,23730-24783,,Πορταριά,,632 00,,6955-698121,
ΣΠΙΤΙ ΠΙΤΟΥΛΙΑ,,3,,,23310-49123,,Κάτω Βέρμιο,,592 00,,,
ΣΠΙΤΙ ΤΗΣ ΜΑΡΘΑΣ,"


12 Χλμ
",4,www.marthashaus.gr,info@marthashaus.gr,23710-52213,23710-51100,Πολύγυρος,ΓΕΡΑΚΙΝΗ ΧΑΛΚΙΔΙΚΗΣ,631 00,23710-52214,2371-052213,2371-051100
ΣΠΙΤΙ ΤΗΣ ΝΑΝΤΙΑΣ,,1,,,23750-51300,,Τορώνη,,630 72,,,
ΣΠΙΤΙ ΤΗΣ ΠΕΛΛΑΣ,"


27 Χλμ
",1,,pellahouse@hotmail.com,23740-61662,23740-61662,Πευκοχώρι,,630 85,,2384-041217,
ΣΠΙΤΙ ΤΟΥ ΖΕΠΠΟΥ,"


0.5 Χλμ
",2,,,23750-72298,23750-71973,Νέος Μαρμαράς,,630 81,6974753380,6974753380,23750-71973
ΣΤΑΘΗΣ,"


4 Χλμ
",2,www.stathis-hotel.gr,stathis@stathis-hotel.gr,2374022860,23740-22860,Σίβηρη,ΣΙΒΗΡΗ ΚΑΑΣΣΑΝΔΡ.ΧΑΛΚΙΔΙΚΗΣ,630 77,2374023966,6977566260,2374022860
ΣΤΑΜΟΣ,"


7 Χλμ
",3,www.stamos-hotel.com,info@stamos-hotel.com,23740-91520,23740-91234,Άφυτος,ΑΦΥΤΟΣ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-91510,2374091520,2374091234
ΣΤΑΡ,,1,,,23510-63338,,Ολυμπιακή Ακτή,ΑΘΗΝΑΣ 58,601 00,,,
ΣΤΕΪ ΧΟΣΤΕΛ,,0,www.thestay.gr,horani@petraco.gr,2311244600,2310888897,Θεσσαλονίκη,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ  61,54630,,,
ΣΤΕΛΙΤΣΑ,,1,,,23750-41105,,Σάρτη,,630 72,,,
ΣΤΕΛΛΑ,"


0.1 Χλμ
",2,,papastavrou50@hotmail.com,23510-61612,23510-61612,Παραλία,ΚΥΠΡΟΥ 10,601 00,,,
ΣΤΕΛΛΑ,"


10 Χλμ
",2,www.hotel-stella.net,projectdevelopment@papcorp.gr,23740-51056,23740-20205,Κρυοπηγή,,630 77,23740-20205,,
ΣΤΕΛΛΑ,"


7 Χλμ
",1,,stellashotel@gmail.com,23510-62227,23510-62227,Ολυμπιακή Ακτή,ΑΡΕΩΣ 13,601 00,,2351-062857,
ΣΤΕΛΛΑ,"


12 Χλμ
",2,www.hotelestelle.gr,INFO@HOTELESTELLE.GR,6944804185,23710-53314,Πολύγυρος,ΓΕΡΑΚΙΝΗ ΧΑΛΚΙΔΙΚΗΣ,631 00,23710-51370,6944804185,2371053314
ΣΤΕΦΑΝΗ,"


30 Χλμ
",2,www.stefani-hotel.com,stefanihotel@yahoo.gr,23750-94172,23750-94527,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,,231-0815881,231-0941901
ΣΤΗ ΘΑΛΑΣΣΑ,"


1 Χλμ
",3,,kostasdrepas@hotmail.com,23740-5332,23740-51893,Πολύχρονο,,630 85,,2374-053104,
ΣΤΙΛΒΗ,"


0.25 Χλμ
",4,www.hotel-stilvi.gr,info@evilion.gr,2352021810,23520-21821,Νέοι Πόροι,,600 65,2352021770,2352-021810,2352-021821
ΣΤΟΥΝΤΙΟ ΛΑΙΝΗΣ,,1,www.lainisstudios.gr,lainissakis@yahoo.gr,2375051209,23750-51209,Τορώνη,,630 72,,,
ΣΤΟΥΝΤΙΟ ΤΖΟΥΛΙΑΣ,,2,,juliastudiosfourka@yahoo.gr,23740-44167,,Σκάλα Φούρκας,,630 77,,,
ΣΤΡΑΣ,"


5 Χλμ
",3,www.hotelstrass.gr,info@hotelstrass.gr,23510-61178,23510-62555,Παραλία,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ 7,601 00,23510-62554,,
ΣΤΡΑΤΗΣ,"


0.2 Χλμ
",1,,x_poridis@hotmail.com,23920-31523,,Νέα Μηχανιώνα,ΠΟΛΥΤΕΧΝΕΙΟΥ & ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,570 04,,,
ΣΤΡΑΤΟΣ,"


5 Χλμ
",3,www.stratoshotel.gr,info@stratoshotel.gr,23740-91112,23740-91114,Άφυτος,,630 77,,6946884583,
ΣΤΡΥΜΩΝΙΚΟΝ,"


0.15 Χλμ
",1,www.hotel-strimoniko.gr,info@hotel-strimoniko.gr,23970-22209,23970-22568,Ασπροβάλτα,ΑΣΠΡΟΒΑΛΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,570 21,,,
ΣΥΓΚΕΝΤΡΩΣΗ,"


5 Χλμ
",3,www.assemblyhotel.gr,info@assemblyhotel.gr,2310710000,2310722130,Θεσσαλονίκη,17 ΧΛΜ ΘΕΣ/ΝΙΚΗΣ-ΕΔΕΣΣΑΣ,570 03,2310722509,,
ΣΥΜΕΩΝ ΣΟΥΠΕΡΙΟΡ,,3,www.hotel-simeon.gr,info@hotel-simeon.gr,2375061474,2375061134,Μεταμόρφωση,,630 88,,,
ΣΥΝΤΡΙΒΑΝΗΣ,"


14 Χλμ
",3,www.sintrivanis.gr,info@sintrivanis.gr,23520-91271,23520-91442,Παραλία Σκοτίνης,ΠΑΡΑΛΙΑ ΣΚΟΤΙΝΑΣ ΠΙΕΡΙΑΣ,600 63,23520-91444,2352-091230,2352-091442
ΣΥΡΟΣ 1,"


5 Χλμ
",1,,tolis_syrros@windowslive.com,23520-31722,23520-32391,Λεπτοκαρυά,,600 63,23520-32391,,
ΣΥΡΟΣ 2,"


5 Χλμ
",1,,tolis_syrros@windowslive.com,23520-31722,23520-32391,Λεπτοκαρυά,ΛΕΠΤΟΚΑΡΥΑ ΠΙΕΡΙΑΣ,600 63,,,
ΣΦΕΝΔΑΜΟΣ ΞΥΛΙΝΟ ΧΩΡΙΟ,"


14 Χλμ
",3,www.sfendamos.gr,info@sfendamos.gr,23320-44844,23320-44120,Άγιος Παύλος,ΠΑΛΑΙΟΧΩΡΙ ΑΓΙΟΥ ΠΑΥΛΟΥ ΗΜΑΘΙΑΣ,592 00,6932-711080,,
ΣΩΚΡΑΤΗΣ,"


0.8 Χλμ
",2,www.sokratishotel.gr,info@sokratishotel.gr,23730-21461,23730-23168,Νέα Μουδανιά,ΕΛΕΥΘΕΡΙΑΣ 22 ΤΘ 58,632 00,023180,,
ΣΩΚΡΑΤΗΣ,,1,,stayroydim@yahoo.gr,23510-62375,,Ολυμπιακή Ακτή,ΚΛΕΙΟΥΣ 6,601 00,,,
ΤΑ ΒΡΑΧΑΚΙΑ,,1,www.tavrahakia.com,admin@tavrahakia.gr,6970831815,,Σάρτη,,63072,,,
ΤΑΜΠΟΣ,"


0.04 Χλμ
",1,,,23740-51413,23740-51200,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,,6976-002711,23740-51200
ΤΑΣΟΣ-ΔΕΣΠΟΙΝΑ,"


0.02 Χλμ
",1,www.Hotel-Dinopoulos.gr,Info@Hotel-Dinopoulos.gr,23740-61453,23740-62667,Πευκοχώρι,,630 85,,6944-823107,
ΤΕΛΕΙΩΝΗ,"


1 Χλμ
",3,www.telioni.gr,info@telioni.gr,2310-527825,2310-554274,Θεσσαλονίκη,ΑΓ.ΔΗΜΗΤΡΙΟΥ 16-ΚΑΛΒΟΥ,546 30,2310-527826,,
ΤΕΣΣΕΡΙΣ ΕΠΟΧΕΣ,"


3 Χλμ
",3,www.fourseasons.gr,manager@fourseasons.gr,23920-71591,23920-71520,Τρίλοφο,ΤΡΙΛΟΦΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,575 00,23920-72060,,
ΤΕΣΣΕΡΙΣ ΕΠΟΧΕΣ,"


12 Χλμ
",3,www.4-epoxes.gr,info@4-epoxes.gr,23840-91500,23840-91555,Λουτράκι,ΛΟΥΤΡΑΚΙ ΠΕΛΛΑΣ,584 00,,,
ΤΕΧΝΗ ΤΟΥ ΠΑΡΘΕΝΩΝΑ,,1,,info@hotel-parthenon.gr,2351061896,,Ολυμπιακή Ακτή,ΠΟΣΕΙΔΩΝΟΣ 17,60100,2351061898,,
ΤΖΙ-ΤΖΑ-ΜΑΡ,"


10 Χλμ
",3,www.hotel-gi-ga-mar.com,gabi-tsa@t-online.de,23740-52742,23740-54035,Κρυοπηγή,,630 77,,,
ΤΖΟΡΤΖ ΡΙΖΟΡΤ,"


12 Χλμ
",2,www.georgeresort.gr,georgeresort@yahoo.gr,23510-42277,,Παραλία Κορινού,ΠΑΡΑΛΙΑ ΚΟΡΙΝΟΥ ΠΙΕΡΙΑΣ,600 62,,2351-021271,
ΤΖΟΥΛΙΑ,"


0.18 Χλμ
",1,,tasiopoulos1@hotmail.com,23510-62489,,Παραλία,ΝΙΚΗΣ 7,601 00,,6942230861,
ΤΖΩΝ – ΕΥΗ,"


6 Χλμ
",1,www.johnandeve.gr,info@johnandeve.gr,23510-63776,23510-63776,Καλλιθέα,,601 00,2351101069,2351-025798,
ΤΟ ΑΓΚΙΣΤΡΟ,,3,,hotelagistro@yahoo.gr,23230-28518,23230-41270,Άγκιστρο,,623 00,,,
ΤΟ ΔΑΣΟΣ- ΦΟΡΕΣΤ ΠΑΡΚ,"


7 Χλμ
",3,,evi123456@gmail.com,6978250831,,Κρυοπηγή,ΚΡΥΟΠΗΓΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΤΟ ΜΑΓΕΥΤΙΚΟ ΞΕΝΟΔΟΧΕΙΟ,,3,www.hotelmajestic.com.gr,info@hotelmajestic.com.gr,2384091546,2384091547,Λουτράκι,,58400,,,
ΤΟ ΜΕΤΑΞΙ,"


7 Χλμ
",2,,info@paraliaposeidon.gr,23510-62683,23510-62684,Παραλία,Ρ.ΦΕΡΑΙΟΥ 21,601 00,,2351-062683,
ΤΟ ΝΗΣΙ ΤΗΣ ΜΑΡΓΑΡΙΤΑΣ,"


2.5 Χλμ
",3,www.hotel-nisimargaritas.gr,babatsis@otenet.gr,23320-52600,23320-52601,Άγιος Νικόλαος,,592 00,,,
ΤΟ ΣΠΙΤΙ,"


7 Χλμ
",3,www.maisonhotel.gr,info@maisonhotel.gr,23910-21080,23910-21081,Χαλκηδώνα,,570 07,23910-21084,6972-856105,
ΤΟ ΣΠΙΤΙ ΤΩΝ ΑΔΕΛΦΩΝ,"


1 Χλμ
",1,www.kalithea-brothershouse.gr,gpozidisg@gmail.com,23740-25477,23740-25477,Καλλιθέα,,630 77,,6977-452733,
ΤΟ ΦΑΡΑΓΓΙ ΤΗΣ ΣΥΜΒΟΛΗΣ,"


15 Χλμ
",3,www.hotelfaraggi.gr,mistos09@hotmail.com,23240-81667,23240-81405,Συμβολή,ΣΥΜΒΟΛΗ Ν.ΣΕΡΡΩΝ,620 56,,,
ΤΟΡΩΝΑΙΟΝ,"


4 Χλμ
",1,Www.toroneon-studios.gr,toroneon-studios@hotmail.com,23740-22182,23740-22221,Καλλιθέα,,630 77,,,
ΤΟΡΩΝΑΙΟΣ,"


10 Χλμ
",2,,,23750-22971,,Νικήτη,ΑΓ. ΒΑΡΒΑΡΑ,630 88,23750-22972,,
ΤΟΡΩΝΗ ΓΑΛΑΖΙΑ ΘΑΛΑΣΣΑ,"


0.1 Χλμ
",2,www.toronibluesea.com,info@toronibluesea.com,23750-51045,23750-51052,Τορώνη,ΤΟΡΩΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,23750-51052,2375051052,2375051045
ΤΟΥΛΑ,"


7 Χλμ
",1,,ioakdimkat@gmail.com,23510-61207,,Παραλία,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ 10,601 00,,,
ΤΟΥΛΓΑΡΙΔΗΣ,"


1 Χλμ
",2,,,23730-24183,23730-24283,Νέα Μουδανιά,,632 00,,231-0320614,
ΤΟΥΡΙΣΤ,"


1 Χλμ
",2,www.touristhotel.gr,vasilis@touristhotel.gr,2310-276335,2310-226865,Θεσσαλονίκη,ΜΗΤΡΟΠΟΛΕΩΣ 21,546 24,,,
ΤΡΕΖΟΡ ΣΟΥΣΟΥΡΑΣ,"


15 Χλμ
",4,www.tresor-sousouras.gr,hanioti_palace@yahoo.gr,2374054130,23740-54138,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,2374054132,,
ΤΡΙΑ (3) ΧΙΛΣ ΒΙΛΛΑΣ,,4,,dhmeleft@gmail.com,6979792792,,Τρίλοφος,,60100,,,
ΤΡΙΑ ΑΔΕΛΦΙΑ,"


3.5 Χλμ
",1,,,23740-92194,,Παλιούρι,ΠΑΛΙΟΥΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,,,
ΤΡΟΠΙΚΑΝΑ,"


7 Χλμ
",2,www.hotel-tropicana.gr,info@hotel-tropicana.gr,23510-64288,23510-64353,Παραλία,ΝΑΥΤ.ΟΜΥΛΟΥ 8,601 00,2351-64290,23510-64288,
ΤΡΟΠΙΚΟΝ,"


16 Χλμ
",4,www.hoteltropical.gr,info@hoteltropical.gr,2374052602,2374063331,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,,2374052602,
ΤΡΟΠΙΚΟΝ-ΤΡΟΠΙΚΑΛ,"


13 Χλμ
",4,,,23740-42346,,Καλάνδρα,ΚΑΛΛΑΝΔΡΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,,6977-338419,
ΤΣΕΓΑΝΗ,,1,,,23810-31884,,Άγιος Αθανάσιος,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ ΠΕΛΛΑΣ,580 02,,,
ΥΑΚΙΝΘΟΣ,,1,www.hotelyakinthos.com,info@hotelyakinthos.com,23510-62288,,Καλλιθέα,ΓΡΕΒΕΝΗ,601 00,,,
ΥΑΚΙΝΘΟΣ 2,,1,,info@hotelyakinthos.com,6983364661,,Κατερίνη,ΠΑΡΑΛΙΑ ΚΑΛΛΙΘΕΑΣ ΑΤ 869,60100,,,
ΥΔΝΑ,,1,,kalousisapostolos@gmail.com,23740-71087,,Νέα Σκιώνη,,630 77,23740-23272,,
ΥΔΡΑΚΤΙΣ,"


15 Χλμ
",1,www.ydraktis.gr,ydraktishotel@yahoo.gr,23840-94187,,Όρμα,ΟΡΜΑ ΑΡΙΔΑΙΑΣ ΠΕΛΛΗΣ,584 00,,,
ΥΠΕΡΤΑΤΟ,"


0.5 Χλμ
",5,www.excelsiorhotel.gr,info@excelsiorhotel.gr,2310-021020,2310-021020,Θεσσαλονίκη,ΚΟΜΝΗΝΩΝ 10  &  ΜΗΤΡΟΠΟΛΕΩΣ,546 24,2310228522,,
ΦΑΙΔΡΑ,"


0.01 Χλμ
",1,www.hotelfedra.gr,fedra_hotel@yahoo.gr,23510-63278,23510-63278,Παραλία,ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ 8,601 00,,,
ΦΑΜΙΛΙΑ,,1,,familia.hotel@gmail.com,23930-41446,23930-41446,Νέα Απολλωνία,ΛΟΥΤΡΑ ΝΕΑΣ ΑΠΟΛΛΩΝΙΑΣ Ν.ΘΕΣΣΑΛΟΝΙΚΗΣ,570 15,,,
ΦΑΝΗ,"


5 Χλμ
",1,,hotelfani@windowslive.com,23523-01326,23523-01326,Λεπτοκαρυά,,600 63,,,
ΦΙΛΙΠΠΕΙΟ,"


10 Χλμ
",2,www.hotel-philippion.gr,filippio@otenet.gr,23840-91444,23840-91443,Λουτράκι,ΛΟΥΤΡΑΚΙ ΑΡΙΔΑΙΑΣ,584 00,23840-91544,,
ΦΙΛΙΠΠΕΙΟΝ,"


1 Χλμ
",4,www.philippion.gr,info@philippion.gr,2310203320,2310-218528,Θεσσαλονίκη,ΔΑΣΟΣ ΣΕΪΧ-ΣΟΥ,566 10,2310248500,,
ΦΙΛΙΠΠΟΣ,"


15 Χλμ
",3,www.hotel-filippos.com,info@hotel-filippos.gr,23910-22125,23910-22198,Χαλκηδώνα,34 ΧΛΜ ΕΘΝ.ΟΔΟΥ ΒΕΡΟΙΑΣ,570 07,23910-22186,,
ΦΙΛΙΠΠΟΣ,"


1 Χλμ
",2,www.filipposhotel.gr,info@filipposhotel.gr,23730-24429,23730-21291,Νέα Μουδανιά,Ν.ΜΟΥΔΑΝΙΑ ΧΑΛΚΙΔΙΚΗΣ,632 00,23730-24430,,
ΦΙΛΙΠΠΟΣ,"


7 Χλμ
",2,,philipposhotel@gmail.com,23510-64321,23510-64446,Παραλία,ΝΙΚΗΣ 15,601 00,23510-64446,2351-028317,
ΦΙΛΙΠΠΟΣ,,1,,manolis65f@outlook.com.gr,23930-41500,,Νέα Απολλωνία,ΛΟΥΤΡΑ Ν.ΑΠΟΛΛΩΝΙΑΣ ΘΕΣ/ΝΙΚΗΣ,570 15,,,
ΦΙΛΙΠΠΟΣ ΞΕΝΙΑ,"


0.01 Χλμ
",4,www.philipposxeniahotel.gr,info@philipposxeniahotel.gr,23210-99360,23210-99363,Σέρρες,ΑΓΙΑΣ ΣΟΦΙΑΣ,621 00,23210-99361,,
ΦΙΛΙΠΠΟΣ-ΚΑΡΑΤΑΣΟΣ,"


12 Χλμ
",1,www.apollonia-spa.gr,lutnapol@otenet.gr,23930-42150,23930-42088,Νέα Απολλωνία,,570 15,23930-42142,6976-444319,2393-042088
ΦΙΛΟΞΕΝΕΙΑ,"


2 Χλμ
",3,,filoxenia5@gmail.com,2310-515712,2310-515739,Θεσσαλονίκη,ΜΟΝΑΣΤΗΡΙΟΥ 293,546 28,2310-515713,,
ΦΙΛΟΞΕΝΕΙΑ ΜΠΗΤΣ,"


1 Χλμ
",2,www.filoxenia-hotel.gr,filoxeniahotel@yahoo.gr,23520-32411,23520-33331,Λεπτοκαρυά,,600 63,,,
ΦΙΛΟΞΕΝΙΑ,"


20 Χλμ
",4,www.philoxenianet.gr,info@philoxenianet.gr,23710-51960,23710-52113,Ψακούδια,ΨΑΚΟΥΔΙΑ ΟΡΜΥΛΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 71,2371052060,6977-486192,2371052113
ΦΙΛΟΞΕΝΙΑ,,3,www.philoxenia-hotel.gr,philoxeniaspareservations@gmail.com,+306979228216,23740-61657,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,2374061134,2313042593,
ΦΙΛΟΞΕΝΙΑ,"


0.5 Χλμ
",2,www.hotel-FILOXENIA.com,filoxenia.r@gmail.com,23770-71158,23770-71363,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-71640,2377-071158,2377-071363
ΦΙΛΟΞΕΝΙΑ,"


8 Χλμ
",1,www.filoxenianeipori.gr,hotelfiloxenia@yahoo.gr,23520-42250,23520-43872,Νέοι Πόροι,ΔΑΦΝΗΣ  &  ΛΙΟΤΟΠΟΥΛΟΥ 6,600 65,,2352-042069,2352-042250
ΦΙΛΟΞΕΝΙΑ,"


0.8 Χλμ
",3,www.filoxeniahotel.com.gr,info@filoxeniahotel.com.gr,23840-91095,23840-91075,Λουτράκι,ΛΟΥΤΡΑΚΙ ΠΕΛΛΑΣ,584 00,6975722225,6975-722225,
ΦΙΛΟΞΕΝΙΑ,"


5 Χλμ
",1,www.philoxeniahotel.gr,spiatha@yahoo.gr,23920-22228,23920-24985,Περαία,ΠΕΡΑΙΑ ΘΕΣ/ΝΙΚΗΣ,570 19,,,
ΦΙΛΟΞΕΝΙΑ,"


1 Χλμ
",1,,filoxeniahotel@yahoo.gr,23520-31181,23520-33331,Λεπτοκαρυά,ΛΕΠΤΟΚΑΡΥΑ ΠΙΕΡΙΑΣ,600 63,23520-33074,,
ΦΙΛΟΞΕΝΙΑ ΕΥΓΕΝΙΑ,,1,,philoxeniasuites@gmail.com,23970-24600,,Νέα Βρασνά,,570 21,23970-24601,,
ΦΙΛΟΞΕΝΙΑ ΗΡΙΑ,,1,www.philoxeniahotels.com,philoxeniasuites@gmail.com,2397024600,,Νέα Βρασνά,,570 21,23970-24602,,
